Filename,Title,Keywords
big project 03 0076_FINAL.eps,User Profile Web Browser Vector Icon Set icon set,"user, profile, browser, web, account, vector, icon, interface, software, login, identity, person, application, ui, ux, graphic, design, digital, internet, management, admin, client, customer, illustration, isolated, flat, minimal, modern, set, avatar, membership, security, access, platform, website, online, system, technology, development, personal"
big project 03 0077_FINAL.eps,Data Analytics Search Vector Icon Set icon set,"data, analytics, search, chart, magnifying, glass, vector, icon, business, statistics, research, analysis, report, finance, information, ui, ux, graphic, design, digital, intelligence, insight, marketing, illustration, isolated, flat, minimal, modern, set, growth, performance, metrics, monitoring, dashboard, technology, software, web, strategy, results, optimization"
big project 03 0078_FINAL.eps,Session Replay Web Vector Icon Set icon set,"session, replay, video, playback, web, browser, vector, icon, ux, ui, tracking, behavior, analysis, user, recording, play, button, software, development, digital, graphic, design, internet, application, monitoring, illustration, isolated, flat, minimal, modern, set, technology, interface, media, view, watch, performance, optimization, data, tool"
big project 03 0079_FINAL.eps,Copyright Trademark Symbol Vector Icon Set icon set,"copyright, trademark, symbol, legal, intellectual, property, vector, icon, badge, law, brand, protection, rights, creative, design, ui, ux, graphic, digital, business, illustration, isolated, flat, minimal, modern, set, official, certificate, document, identity, registration, company, verified, sign, stamp, quality, standard, content, ownership"
big project 03 0080_FINAL.eps,Hedge Fund Financial Protection Vector Icon Set icon set,"hedge, fund, finance, shield, chart, investment, vector, icon, banking, security, money, growth, wealth, business, protection, fintech, ui, ux, graphic, design, digital, management, illustration, isolated, flat, minimal, modern, set, assets, economy, capital, risk, strategy, market, trading, portfolio, success, financial, technology"
big project 03 0081_FINAL.eps,Workflow Process Arrow Vector Icon Set icon set,"workflow, process, arrows, direction, vector, icon, flow, logistics, business, management, strategy, organization, ui, ux, graphic, design, digital, system, operations, illustration, isolated, flat, minimal, modern, set, path, navigation, sequence, steps, planning, efficiency, improvement, optimization, tech, development, structure, data, movement, change"
big project 03 0082_FINAL.eps,Wireframe Layout UI Vector Icon Set icon set,"wireframe, layout, web, design, ui, ux, vector, icon, prototyping, structure, software, development, interface, mockup, graphic, digital, planning, sketch, illustration, isolated, flat, minimal, modern, set, template, framework, architecture, building, website, application, grid, component, technology, creative, organization, process, draft, project"
big project 03 0083_FINAL.eps,Mobile Device Security Vector Icon Set icon set,"mobile, phone, security, shield, cybersecurity, vector, icon, smartphone, privacy, protection, data, safety, tech, application, ui, ux, graphic, design, digital, illustration, isolated, flat, minimal, modern, set, lock, safe, defense, secure, connection, wireless, encryption, technology, software, internet, device, guard, service, verify"
big project 03 0084_FINAL.eps,Live Stream Broadcasting Vector Icon Set icon set,"live, stream, broadcast, broadcasting, vector, icon, video, audio, media, signal, communication, technology, ui, ux, graphic, design, digital, internet, real time, illustration, isolated, flat, minimal, modern, set, web, camera, content, social, network, platform, online, transmission, frequency, wave, connection, entertainment, service"
big project 03 0085_FINAL.eps,Cloud File Storage Vector Icons Set icon set,"cloud, storage, file, vector, icon, data, upload, download, server, computing, internet, technology, network, digital, business, minimalist, set, graphic, symbol, management, transfer, backup, database, web, ui, ux, design, gradient, outline, flat, element, connection, information, sync, service, system, technology, modern, scalable, collection"
big project 03 0086_FINAL.eps,Talent Acquisition Search Vector Icons icon set,"talent, acquisition, recruitment, hiring, human, resources, search, magnifying, glass, job, career, vector, icon, hr, business, employment, staffing, recruiter, management, strategy, person, candidate, interview, work, professional, headhunting, growth, opportunity, corporate, ui, ux, design, symbol, gradient, outline, flat, graphic, set, modern, collection"
big project 03 0087_FINAL.eps,Goal Achievement Toggle Vector Icons icon set,"goal, achievement, flag, toggle, switch, milestone, success, business, vector, icon, status, tracking, task, project, management, target, completion, ui, ux, design, symbol, gradient, outline, flat, graphic, set, modern, collection, planning, strategy, performance, on, off, control, button, interface, web, development, optimization, growth"
big project 03 0088_FINAL.eps,Investor Portal Analytics Vector Icons icon set,"investor, portal, analytics, finance, dashboard, chart, growth, investment, business, vector, icon, browser, web, ui, ux, design, symbol, gradient, outline, flat, graphic, set, modern, collection, data, report, money, capital, market, banking, trading, economy, statistics, management, corporate, wealth, profit, strategy, visual"
big project 03 0089_FINAL.eps,Career Growth Person Arrow Vector Icons icon set,"career, growth, person, arrow, development, success, promotion, business, vector, icon, upward, achievement, ui, ux, design, symbol, gradient, outline, flat, graphic, set, modern, collection, human, potential, advancement, professional, corporate, leadership, improvement, future, goals, motivation, strategy, performance, training, education, skill, progress"
big project 03 0090_FINAL.eps,Document Signature Vector Icons icon set,"document, signature, contract, file, legal, paper, agreement, business, vector, icon, digital, verification, auth, ui, ux, design, symbol, gradient, outline, flat, graphic, set, modern, collection, writing, pen, approval, workflow, management, administration, form, data, certificate, corporate, official, process, office, transaction, certified"
big project 03 0091_FINAL.eps,Fire Extinguisher Safety Vector Icons icon set,"fire, extinguisher, safety, emergency, prevention, protection, equipment, industrial, vector, icon, hazard, security, ui, ux, design, symbol, gradient, outline, flat, graphic, set, modern, collection, workplace, suppression, firefighter, alert, caution, regulation, compliance, tools, rescue, firefighting, maintenance, installation, public, service, fire safety"
big project 03 0092_FINAL.eps,Coaching and Training Vector Icons icon set,"coaching, training, education, mentor, presentation, business, growth, vector, icon, learning, development, ui, ux, design, symbol, gradient, outline, flat, graphic, set, modern, collection, workshop, consulting, leadership, human, resources, classroom, seminar, skills, knowledge, professional, corporate, management, teacher, strategy, performance, improvement"
big project 03 0093_FINAL.eps,Business Dashboard Analytics Vector Icons icon set,"dashboard, analytics, business, charts, data, report, finance, vector, icon, visualization, statistics, ui, ux, design, symbol, gradient, outline, flat, graphic, set, modern, collection, market, management, corporate, performance, insights, metrics, graph, pie chart, information, web, software, development, monitoring, strategy, planning, analysis, business intelligence"
